Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Mohamed Lamine Bayo,26.0,gn GUI,Forward,Lille,fr Ligue 1,12,2,1
Tariq Lamptey,23.0,gh GHA,Defender,Brighton,eng Premier League,15,2,2
Will Lankshear,19.0,eng ENG,"Forward, Midfielder",Tottenham,eng Premier League,3,0,0
Gianluca Lapadula,34.0,pe PER,"Forward, Midfielder",Cagliari,it Serie A,12,0,0
Cyle Larin,29.0,ca CAN,Forward,Mallorca,es La Liga,32,7,2
Gautier Larsonneur,27.0,fr FRA,Goalkeeper,Saint-Étienne,fr Ligue 1,34,0,0
Hugo Larsson,20.0,se SWE,Midfielder,Eint Frankfurt,de Bundesliga,33,3,1
Juanmi Latasa,23.0,es ESP,Forward,Valladolid,es La Liga,28,3,0
Toni Lato,26.0,es ESP,Defender,Mallorca,es La Liga,14,0,0
Roméo Lavia,20.0,be BEL,Midfielder,Chelsea,eng Premier League,16,0,1
Valentino Lazaro,28.0,at AUT,"Defender, Forward",Torino,it Serie A,33,0,6
Darko Lazović,33.0,rs SRB,"Defender, Midfielder",Hellas Verona,it Serie A,27,2,3
Manuel Lazzari,30.0,it ITA,Defender,Lazio,it Serie A,25,0,1
Julien Le Cardinal,26.0,fr FRA,Defender,Brest,fr Ligue 1,16,0,1
Jérémy Le Douaron,26.0,fr FRA,Forward,Brest,fr Ligue 1,2,0,0
Enzo Le Fée,24.0,fr FRA,Midfielder,Roma,it Serie A,6,0,0
Robin Le Normand,27.0,es ESP,Defender,Atlético Madrid,es La Liga,27,1,0
Nicola Leali,31.0,it ITA,Goalkeeper,Genoa,it Serie A,29,0,0
Rafael Leão,25.0,pt POR,Forward,Milan,it Serie A,34,8,8
Benjamin Lecomte,33.0,fr FRA,Goalkeeper,Montpellier,fr Ligue 1,30,0,0
Pierre Lees-Melou,31.0,fr FRA,Midfielder,Brest,fr Ligue 1,20,2,2
Jordan Lefort,30.0,fr FRA,Defender,Angers,fr Ligue 1,34,0,1
Diogo Leite,25.0,pt POR,Defender,Union Berlin,de Bundesliga,30,1,2
Maxim Leitsch,26.0,de GER,Defender,Mainz 05,de Bundesliga,14,1,0
Florian Lejeune,33.0,fr FRA,Defender,Rayo Vallecano,es La Liga,37,2,3
Stefan Lekovic,20.0,rs SRB,Defender,Monza,it Serie A,7,0,0
Iñigo Lekue,31.0,es ESP,Defender,Athletic Club,es La Liga,16,0,0
Nunzio Lella,24.0,it ITA,Midfielder,Venezia,it Serie A,1,0,0
Thomas Lemar,28.0,fr FRA,Midfielder,Atlético Madrid,es La Liga,5,0,0
Félix Lemaréchal,20.0,fr FRA,"Midfielder, Forward",Strasbourg,fr Ligue 1,27,4,3
Mario Lemina,30.0,ga GAB,"Midfielder, Defender",Wolves,eng Premier League,17,1,3
Clément Lenglet,29.0,fr FRA,Defender,Atlético Madrid,es La Liga,23,2,1
Bernd Leno,32.0,de GER,Goalkeeper,Fulham,eng Premier League,38,0,1
Donovan Léon,31.0,gf GUF,Goalkeeper,Auxerre,fr Ligue 1,32,0,2
Giovanni Leoni,17.0,it ITA,Defender,Parma,it Serie A,17,1,0
Esteban Lepaul,24.0,fr FRA,Forward,Angers,fr Ligue 1,28,9,0
Johann Lepenant,21.0,fr FRA,Midfielder,Nantes,fr Ligue 1,29,2,1
Jefferson Lerma,29.0,co COL,"Midfielder, Defender",Crystal Palace,eng Premier League,33,0,1
Louis Leroux,18.0,fr FRA,"Midfielder, Defender",Nantes,fr Ligue 1,16,2,1
Robert Lewandowski,35.0,pl POL,Forward,Barcelona,es La Liga,34,27,2
Jamie Leweling,23.0,de GER,"Midfielder, Forward",Stuttgart,de Bundesliga,27,2,2
Rico Lewis,19.0,eng ENG,"Defender, Midfielder",Manchester City,eng Premier League,28,1,2
Keane Lewis-Potter,23.0,eng ENG,"Defender, Forward",Brentford,eng Premier League,38,1,3
Myles Lewis-Skelly,17.0,eng ENG,Defender,Arsenal,eng Premier League,23,1,0
Ben Lhassine Kone,24.0,ci CIV,Midfielder,Como,it Serie A,4,0,0
Mattia Liberali,17.0,it ITA,Midfielder,Milan,it Serie A,1,0,0
Philipp Lienhart,28.0,at AUT,Defender,Freiburg,de Bundesliga,32,1,0
Matthijs de Ligt,24.0,nl NED,Defender,Manchester Utd,eng Premier League,29,2,0
Pedro Lima,18.0,br BRA,Defender,Wolves,eng Premier League,3,0,0
Victor Lindelöf,30.0,se SWE,Defender,Manchester Utd,eng Premier League,16,0,0
Jesper Lindstrøm,24.0,dk DEN,Forward,Everton,eng Premier League,25,0,1
Karol Linetty,29.0,pl POL,Midfielder,Torino,it Serie A,28,1,0
Samuel Lino,24.0,br BRA,"Midfielder, Defender",Atlético Madrid,es La Liga,31,3,4
Pol Lirola,26.0,es ESP,Defender,Marseille,fr Ligue 1,19,1,2
Dailon Livramento,23.0,cv CPV,"Forward, Midfielder",Hellas Verona,it Serie A,29,1,1
Valentino Livramento,21.0,eng ENG,Defender,Newcastle Utd,eng Premier League,37,0,1
Marin Ljubicic,22.0,hr CRO,"Forward, Midfielder",Union Berlin,de Bundesliga,13,1,1
Javier Llabrés,21.0,es ESP,Forward,Mallorca,es La Liga,1,0,0
Diego Llorente,30.0,es ESP,Defender,Betis,es La Liga,30,2,0
Marcos Llorente,29.0,es ESP,"Defender, Midfielder",Atlético Madrid,es La Liga,33,2,4
Gautier Lloris,29.0,fr FRA,Defender,Le Havre,fr Ligue 1,31,2,1
Giovani Lo Celso,28.0,ar ARG,"Midfielder, Forward",Betis,es La Liga,25,8,3
Stanislav Lobotka,29.0,sk SVK,Midfielder,Napoli,it Serie A,32,0,1
Manuel Locatelli,26.0,it ITA,Midfielder,Juventus,it Serie A,36,2,2
Bradley Locko,22.0,fr FRA,Defender,Brest,fr Ligue 1,2,0,0
Ruben Loftus-Cheek,28.0,eng ENG,Midfielder,Milan,it Serie A,19,0,0
Elysée Logbo,20.0,fr FRA,Forward,Le Havre,fr Ligue 1,1,0,0
Enzo Loiodice,23.0,fr FRA,Midfielder,Las Palmas,es La Liga,17,0,0
Sean Longstaff,26.0,eng ENG,Midfielder,Newcastle Utd,eng Premier League,25,0,0
Ademola Lookman,26.0,ng NGA,"Midfielder, Forward",Atalanta,it Serie A,31,15,5
Anthony Lopes,33.0,pt POR,Goalkeeper,Nantes,fr Ligue 1,18,0,0
David López,34.0,es ESP,Defender,Girona,es La Liga,29,1,1
Diego López,22.0,es ESP,"Midfielder, Forward",Valencia,es La Liga,38,8,5
Fer López,,,"Forward, Midfielder",Celta Vigo,es La Liga,17,2,0
Fermin López,21.0,es ESP,"Midfielder, Forward",Barcelona,es La Liga,28,6,5
Javi López,22.0,es ESP,Defender,Real Sociedad,es La Liga,29,0,0
Pau López,29.0,es ESP,Goalkeeper,Girona,es La Liga,1,0,0
Roberto López,24.0,es ESP,Midfielder,Leganés,es La Liga,13,0,1
Unai López,28.0,es ESP,Midfielder,Rayo Vallecano,es La Liga,32,3,1
Iker Losada,22.0,es ESP,"Midfielder, Forward",Betis,es La Liga,10,0,0
Anthony Losilla,38.0,fr FRA,Midfielder,Bochum,de Bundesliga,21,0,0
Jordan Lotomba,25.0,ch SUI,"Midfielder, Defender",Nice,fr Ligue 1,2,0,0
Tom Louchet,21.0,fr FRA,"Defender, Midfielder",Nice,fr Ligue 1,22,1,0
Sandi Lovrić,26.0,si SVN,Midfielder,Udinese,it Serie A,36,2,3
Pol Lozano,24.0,es ESP,Midfielder,Espanyol,es La Liga,30,0,1
Lorenzo Lucca,23.0,it ITA,Forward,Udinese,it Serie A,33,12,1
Jhon Lucumí,26.0,co COL,Defender,Bologna,it Serie A,32,0,1
Yannik Lührs,20.0,de GER,Defender,Dortmund,de Bundesliga,3,0,0
José Luis Gayà,29.0,es ESP,Defender,Valencia,es La Liga,23,0,1
José Luis Palomino,34.0,ar ARG,Defender,Cagliari,it Serie A,18,1,0
Douglas Luiz,26.0,br BRA,Midfielder,Juventus,it Serie A,19,0,0
Romelu Lukaku,31.0,be BEL,Forward,Napoli,it Serie A,36,14,10
Castello Lukeba,21.0,fr FRA,Defender,RB Leipzig,de Bundesliga,23,0,0
Dodi Lukebakio,26.0,be BEL,Forward,Sevilla,es La Liga,38,11,2
Saša Lukić,27.0,rs SRB,Midfielder,Fulham,eng Premier League,30,0,2
Milos Lukovic,18.0,rs SRB,"Forward, Midfielder",Strasbourg,fr Ligue 1,2,0,0
Joe Lumley,29.0,eng ENG,Goalkeeper,Southampton,eng Premier League,3,0,0
Daniel Luna,21.0,co COL,Midfielder,Mallorca,es La Liga,2,0,0
Andriy Lunin,25.0,ua UKR,Goalkeeper,Real Madrid,es La Liga,7,0,1
Massimo Luongo,31.0,au AUS,Midfielder,Ipswich Town,eng Premier League,11,0,0
Sebastiano Luperto,27.0,it ITA,Defender,Cagliari,it Serie A,36,1,3
Zito Luvumbo,22.0,ao ANG,"Forward, Midfielder",Cagliari,it Serie A,26,2,2
Charalambos Lykogiannis,30.0,gr GRE,Defender,Bologna,it Serie A,17,0,4
Senne Lynen,25.0,be BEL,Midfielder,Werder Bremen,de Bundesliga,32,0,1
Mathias Løvik,20.0,no NOR,"Defender, Forward",Parma,it Serie A,6,0,0
Othmane Maamma,18.0,ma MAR,"Forward, Midfielder",Montpellier,fr Ligue 1,12,1,1
Ian Maatsen,22.0,nl NED,Defender,Aston Villa,eng Premier League,29,1,2
Alexis Mac Allister,25.0,ar ARG,Midfielder,Liverpool,eng Premier League,35,5,5
Deiver Machado,30.0,co COL,"Defender, Midfielder",Lens,fr Ligue 1,27,1,4
Lanroy Machine,18.0,fr FRA,Forward,Angers,fr Ligue 1,2,0,0
Shuto Machino,24.0,jp JPN,"Forward, Midfielder",Holstein Kiel,de Bundesliga,32,11,2
Darwin Machís,31.0,ve VEN,"Midfielder, Forward",Valladolid,es La Liga,18,0,1
Yvann Macon,25.0,fr FRA,Defender,Saint-Étienne,fr Ligue 1,12,0,0
James Maddison,27.0,eng ENG,Midfielder,Tottenham,eng Premier League,31,9,7
Eros Maddy,23.0,nl NED,Defender,Auxerre,fr Ligue 1,2,0,0
Noni Madueke,22.0,eng ENG,Forward,Chelsea,eng Premier League,32,7,3
Pablo Maffeo,27.0,es ESP,Defender,Mallorca,es La Liga,30,0,2
Gabriel Magalhães,26.0,br BRA,Defender,Arsenal,eng Premier League,28,3,1
Soungoutou Magassa,20.0,fr FRA,Midfielder,Monaco,fr Ligue 1,21,0,1
Edmond-Paris Maghoma,23.0,eng ENG,"Midfielder, Forward",Brentford,eng Premier League,8,0,0
Giangiacomo Magnani,28.0,it ITA,Defender,Hellas Verona,it Serie A,17,1,0
Hugo Magnetti,26.0,fr FRA,Midfielder,Brest,fr Ligue 1,32,1,0
Frank Magri,24.0,cm CMR,"Forward, Midfielder",Toulouse,fr Ligue 1,31,5,1
Harry Maguire,31.0,eng ENG,Defender,Manchester Utd,eng Premier League,27,1,0
Jon Magunazelaia,23.0,es ESP,Midfielder,Real Sociedad,es La Liga,2,0,0
Arne Maier,25.0,de GER,Midfielder,Augsburg,de Bundesliga,28,0,0
Mike Maignan,29.0,fr FRA,Goalkeeper,Milan,it Serie A,37,0,0
Patrick Mainka,29.0,de GER,Defender,Heidenheim,de Bundesliga,34,1,1
Kobbie Mainoo,19.0,eng ENG,Midfielder,Manchester Utd,eng Premier League,25,0,0
Ainsley Maitland-Niles,26.0,eng ENG,Defender,Lyon,fr Ligue 1,32,1,4
Radosław Majecki,24.0,pl POL,Goalkeeper,Monaco,fr Ligue 1,15,0,0
Lovro Majer,26.0,hr CRO,Midfielder,Wolfsburg,de Bundesliga,9,2,1
Hamidou Makalou,18.0,ml MLI,"Forward, Midfielder",Brest,fr Ligue 1,4,0,0
Jordy Makengo,22.0,fr FRA,Defender,Freiburg,de Bundesliga,19,0,0
Antoine Makoumbou,26.0,cg CGO,Midfielder,Cagliari,it Serie A,33,0,3
Nikola Maksimović,32.0,rs SRB,Defender,Montpellier,fr Ligue 1,7,0,0
Tyrell Malacia,24.0,nl NED,Defender,Manchester Utd,eng Premier League,3,0,0
Jarzinho Malanga,18.0,de GER,Defender,Stuttgart,de Bundesliga,1,0,0
Julián Malatini,23.0,ar ARG,Defender,Werder Bremen,de Bundesliga,10,1,1
Daniel Maldini,22.0,it ITA,"Forward, Midfielder",Atalanta,it Serie A,10,3,0
Youssef Maleh,25.0,ma MAR,Midfielder,Empoli,it Serie A,22,0,1
Donyell Malen,25.0,nl NED,"Forward, Midfielder",Dortmund,de Bundesliga,14,3,0
Ruslan Malinovskyi,31.0,ua UKR,"Midfielder, Forward",Genoa,it Serie A,9,0,2
Lennard Maloney,24.0,us USA,Midfielder,Mainz 05,de Bundesliga,5,0,0
Aaron Malouda,18.0,fr FRA,Forward,Lille,fr Ligue 1,1,0,0
Giorgi Mamardashvili,23.0,ge GEO,Goalkeeper,Valencia,es La Liga,34,0,0
Dennis Man,25.0,ro ROU,"Forward, Midfielder",Parma,it Serie A,33,4,4
Hianga Mananga Mbock,24.0,fr FRA,Midfielder,Brest,fr Ligue 1,1,0,0
Gianluca Mancini,28.0,it ITA,Defender,Roma,it Serie A,37,2,0
Steve Mandanda,39.0,fr FRA,Goalkeeper,Rennes,fr Ligue 1,18,0,0
Christos Mandas,22.0,gr GRE,Goalkeeper,Lazio,it Serie A,9,0,0
Reinildo Mandava,30.0,mz MOZ,Defender,Atlético Madrid,es La Liga,19,0,0
Aïssa Mandi,32.0,dz ALG,Defender,Lille,fr Ligue 1,24,0,0
Rolando Mandragora,27.0,it ITA,Midfielder,Fiorentina,it Serie A,29,4,3
Mateus Mane,,,Midfielder,Wolves,eng Premier League,1,0,0
Orel Mangala,26.0,be BEL,Midfielder,Lyon,fr Ligue 1,1,0,0
Ryan Manning,28.0,ie IRL,"Defender, Midfielder",Southampton,eng Premier League,24,0,1
Javier Manquillo,30.0,es ESP,Defender,Celta Vigo,es La Liga,10,0,0
Johan Manzambi,18.0,ch SUI,"Forward, Midfielder",Freiburg,de Bundesliga,11,2,1
Alberto Manzoni,19.0,it ITA,Midfielder,Atalanta,it Serie A,1,0,0
Sekou Mara,22.0,fr FRA,"Forward, Midfielder",Strasbourg,fr Ligue 1,25,1,1
Alessandro Marcandalli,21.0,it ITA,Defender,Venezia,it Serie A,8,0,0
Marcão,28.0,br BRA,Defender,Sevilla,es La Liga,12,0,0
Solly March,30.0,eng ENG,"Forward, Midfielder",Brighton,eng Premier League,8,0,0
Filip Marchwiński,22.0,pl POL,Midfielder,Lecce,it Serie A,1,0,0
Óscar de Marcos,35.0,es ESP,Defender,Athletic Club,es La Liga,26,0,4
Alberto Marí,23.0,es ESP,Forward,Valencia,es La Liga,1,0,0
Pablo Marí,30.0,es ESP,Defender,Fiorentina,it Serie A,13,0,0
José María Giménez,29.0,uy URU,Defender,Atlético Madrid,es La Liga,27,0,1
Luca Marianucci,20.0,it ITA,Defender,Empoli,it Serie A,18,0,0
Mirko Marić,29.0,hr CRO,Forward,Venezia,it Serie A,10,0,0
Arkaitz Mariezkurrena,19.0,es ESP,"Forward, Midfielder",Real Sociedad,es La Liga,9,2,0
Rafa Marín,22.0,es ESP,Defender,Napoli,it Serie A,4,0,0
Pablo Marín,21.0,es ESP,Midfielder,Real Sociedad,es La Liga,23,1,2
Răzvan Marin,28.0,ro ROU,Midfielder,Cagliari,it Serie A,33,3,2
Guillermo Maripán,30.0,cl CHI,Defender,Torino,it Serie A,28,1,1
Mika Mármol,23.0,es ESP,Defender,Las Palmas,es La Liga,30,0,1
Omar Marmoush,25.0,eg EGY,Forward,Eint Frankfurt,de Bundesliga,17,15,9
Mario Maroto,20.0,es ESP,Midfielder,Valladolid,es La Liga,2,0,1
Marquinhos,30.0,br BRA,Defender,Paris S-G,fr Ligue 1,22,2,0
Unai Marrero,22.0,es ESP,Goalkeeper,Real Sociedad,es La Liga,2,0,0
Ange Martial Tia,17.0,ml MLI,"Midfielder, Defender",Reims,fr Ligue 1,6,0,0
Aarón Martín,27.0,es ESP,Defender,Genoa,it Serie A,36,0,8
Carlos Martín,22.0,es ESP,"Forward, Midfielder",Alavés,es La Liga,26,2,2
Diego Martín,20.0,es ESP,Forward,Las Palmas,es La Liga,2,0,0
Gerard Martín,22.0,es ESP,Defender,Barcelona,es La Liga,28,1,3
Iván Martín,25.0,es ESP,Midfielder,Girona,es La Liga,32,1,1
Jon Martin,18.0,es ESP,Defender,Real Sociedad,es La Liga,13,0,1
Jonas Martin,34.0,fr FRA,Midfielder,Brest,fr Ligue 1,17,1,0
Mario Martín,20.0,es ESP,Midfielder,Valladolid,es La Liga,30,0,1
Gabriel Martinelli,23.0,br BRA,"Forward, Midfielder",Arsenal,eng Premier League,33,8,4
Arnau Martinez,21.0,es ESP,"Defender, Midfielder",Girona,es La Liga,32,2,2
Emiliano Martínez,31.0,ar ARG,Goalkeeper,Aston Villa,eng Premier League,37,0,0
Iñigo Martínez,33.0,es ESP,Defender,Barcelona,es La Liga,28,0,4
Javi Martínez,24.0,es ESP,Midfielder,Osasuna,es La Liga,1,0,0
Josep Martinez,26.0,es ESP,Goalkeeper,Inter,it Serie A,5,0,0
Lautaro Martínez,26.0,ar ARG,Forward,Inter,it Serie A,31,12,3
Lisandro Martínez,26.0,ar ARG,Defender,Manchester Utd,eng Premier League,20,2,1
Lucas Martínez Quarta,28.0,ar ARG,Defender,Fiorentina,it Serie A,8,1,0
Ramón Martínez,21.0,es ESP,Defender,Sevilla,es La Liga,5,1,0
Toni Martínez,27.0,es ESP,Forward,Alavés,es La Liga,28,4,0
Kevin Martins,19.0,it ITA,"Midfielder, Defender",Monza,it Serie A,9,0,1
Javi Martón,25.0,es ESP,"Forward, Midfielder",Athletic Club,es La Liga,3,0,0
Adam Marušić,31.0,me MNE,Defender,Lazio,it Serie A,35,4,0
Marvin,24.0,es ESP,"Defender, Forward",Las Palmas,es La Liga,23,0,0
Omar Mascarell,31.0,gq EQG,Midfielder,Mallorca,es La Liga,32,1,0
Adam Masina,30.0,ma MAR,Defender,Torino,it Serie A,28,1,2
Patrizio Masini,23.0,it ITA,Midfielder,Genoa,it Serie A,26,1,0
Giorgos Masouras,30.0,gr GRE,"Forward, Midfielder",Bochum,de Bundesliga,14,2,1
Erhan Mašović,25.0,rs SRB,Defender,Bochum,de Bundesliga,16,1,1
Han-Noah Massengo,23.0,fr FRA,Midfielder,Auxerre,fr Ligue 1,17,0,0
Clinton Mata,31.0,ao ANG,Defender,Lyon,fr Ligue 1,29,0,4
Jaime Mata,35.0,es ESP,"Forward, Midfielder",Las Palmas,es La Liga,30,0,0
Igor Matanovic,21.0,hr CRO,Forward,Eint Frankfurt,de Bundesliga,16,1,0
Pape Matar Sarr,21.0,sn SEN,Midfielder,Tottenham,eng Premier League,36,3,2
Eliot Matazo,22.0,be BEL,Midfielder,Monaco,fr Ligue 1,3,0,0
Jean-Philippe Mateta,27.0,fr FRA,Forward,Crystal Palace,eng Premier League,37,14,2
Nemanja Matić,35.0,rs SRB,Midfielder,Lyon,fr Ligue 1,29,0,1
Rudy Matondo,16.0,fr FRA,Midfielder,Auxerre,fr Ligue 1,5,0,0
Chrislain Matsima,22.0,fr FRA,Defender,Augsburg,de Bundesliga,30,1,1
Jean Mattéo Bahoya,19.0,fr FRA,"Midfielder, Forward",Eint Frankfurt,de Bundesliga,24,2,3
Alan Matturro,19.0,uy URU,Defender,Genoa,it Serie A,13,0,0
Azor Matusiwa,26.0,nl NED,Midfielder,Rennes,fr Ligue 1,29,1,3
Neal Maupay,27.0,fr FRA,Forward,Marseille,fr Ligue 1,22,4,4
Maurides,30.0,br BRA,Forward,St. Pauli,de Bundesliga,1,0,0
Stephy Mavididi,26.0,eng ENG,Forward,Leicester City,eng Premier League,30,4,1
Konstantinos Mavropanos,26.0,gr GRE,Defender,West Ham,eng Premier League,33,0,0
Christian Mawissa,19.0,fr FRA,Defender,Monaco,fr Ligue 1,22,0,0
Keke Maximilian Topp,20.0,de GER,"Forward, Midfielder",Werder Bremen,de Bundesliga,19,2,2
Borja Mayoral,27.0,es ESP,Forward,Getafe,es La Liga,24,5,1
Senny Mayulu,18.0,fr FRA,Midfielder,Paris S-G,fr Ligue 1,20,2,2
Noussair Mazraoui,26.0,ma MAR,Defender,Manchester Utd,eng Premier League,37,0,1
Andrea Mazza,20.0,it ITA,Goalkeeper,Monza,it Serie A,1,0,0
Luca Mazzitelli,28.0,it ITA,Midfielder,Como,it Serie A,11,1,1
Pasquale Mazzocchi,29.0,it ITA,"Defender, Forward",Napoli,it Serie A,20,0,0
Samuel Mbangula,20.0,be BEL,Forward,Juventus,it Serie A,23,3,3
Ethan Mbappé,17.0,fr FRA,"Midfielder, Forward",Lille,fr Ligue 1,10,0,0
Kylian Mbappé,25.0,fr FRA,Forward,Real Madrid,es La Liga,34,31,3
Ibrahim Mbaye,16.0,fr FRA,"Forward, Midfielder",Paris S-G,fr Ligue 1,9,1,1
Bryan Mbeumo,24.0,cm CMR,Forward,Brentford,eng Premier League,38,20,7
James Mcatee,21.0,eng ENG,"Midfielder, Forward",Manchester City,eng Premier League,15,3,0
Kasey McAteer,22.0,ie IRL,Forward,Leicester City,eng Premier League,18,1,1
Oliver McBurnie,28.0,sct SCO,Forward,Las Palmas,es La Liga,34,3,6
Alex McCarthy,34.0,eng ENG,Goalkeeper,Southampton,eng Premier League,5,0,0
John McGinn,29.0,sct SCO,"Midfielder, Forward",Aston Villa,eng Premier League,34,1,4
Scott McKenna,27.0,sct SCO,Defender,Las Palmas,es La Liga,29,0,0
Weston McKennie,25.0,us USA,"Midfielder, Defender",Juventus,it Serie A,32,2,4
Mark McKenzie,25.0,us USA,Defender,Toulouse,fr Ligue 1,30,1,1
Dwight McNeil,24.0,eng ENG,"Midfielder, Forward",Everton,eng Premier League,21,4,6
Scott McTominay,27.0,sct SCO,Midfielder,Napoli,it Serie A,34,12,4
Jakov Medić,25.0,hr CRO,Defender,Bochum,de Bundesliga,23,1,0
Facundo Medina,25.0,ar ARG,Defender,Lens,fr Ligue 1,29,0,1
Ben Mee,34.0,eng ENG,Defender,Brentford,eng Premier League,7,0,0
Jayden Meghoma,18.0,eng ENG,Defender,Brentford,eng Premier League,1,0,0
Henrik Meister,20.0,dk DEN,Forward,Rennes,fr Ligue 1,4,1,0
Bamo Meïté,22.0,ci CIV,Defender,Marseille,fr Ligue 1,3,0,0
Mohamed Meité,16.0,fr FRA,Forward,Rennes,fr Ligue 1,12,2,0
Mateo Mejía,21.0,es ESP,Forward,Sevilla,es La Liga,1,0,0
Farid El Melali,27.0,dz ALG,Forward,Angers,fr Ligue 1,32,2,3
Filippo Melegoni,25.0,it ITA,"Midfielder, Forward",Genoa,it Serie A,3,0,1
Arthur Melo,27.0,br BRA,Midfielder,Girona,es La Liga,15,0,0
Nuno Mendes,22.0,pt POR,Defender,Paris S-G,fr Ligue 1,24,1,3
Brais Méndez,27.0,es ESP,Midfielder,Real Sociedad,es La Liga,27,3,2
Antoine Mendy,20.0,sn SEN,Defender,Nice,fr Ligue 1,18,0,0
Ferland Mendy,29.0,fr FRA,Defender,Real Madrid,es La Liga,14,0,1
Nampalys Mendy,32.0,sn SEN,Midfielder,Lens,fr Ligue 1,10,0,1
Nobel Mendy,19.0,fr FRA,Defender,Betis,es La Liga,2,0,0
Gideon Mensah,26.0,gh GHA,Defender,Auxerre,fr Ligue 1,29,0,1
Alex Meret,27.0,it ITA,Goalkeeper,Napoli,it Serie A,34,0,0
Mikel Merino,28.0,es ESP,"Midfielder, Forward",Arsenal,eng Premier League,28,7,2
Quentin Merlin,22.0,fr FRA,Defender,Marseille,fr Ligue 1,27,1,3
Víctor Meseguer,25.0,es ESP,Midfielder,Valladolid,es La Liga,14,0,0
Rafik Messali,21.0,fr FRA,Defender,Toulouse,fr Ligue 1,13,0,1
Junior Messias,33.0,br BRA,"Midfielder, Forward",Genoa,it Serie A,17,1,1
Connor Metcalfe,24.0,au AUS,"Midfielder, Forward",St. Pauli,de Bundesliga,10,0,0
Karol Mets,31.0,ee EST,Defender,St. Pauli,de Bundesliga,10,0,0
Thomas Meunier,32.0,be BEL,Defender,Lille,fr Ligue 1,30,2,0
Alexander Meyer,33.0,de GER,Goalkeeper,Dortmund,de Bundesliga,2,0,0
Shumaira Mheuka,16.0,eng ENG,Midfielder,Chelsea,eng Premier League,1,0,0
Lucas Michal,19.0,fr FRA,"Forward, Midfielder",Monaco,fr Ligue 1,8,0,0
Florian Micheler,19.0,at AUT,Midfielder,Hoffenheim,de Bundesliga,1,0,0
Miguel,24.0,es ESP,Forward,Leganés,es La Liga,34,1,3
Valentin Mihaila,24.0,ro ROU,"Forward, Midfielder",Parma,it Serie A,21,0,3
Georges Mikautadze,23.0,ge GEO,Forward,Lyon,fr Ligue 1,34,11,6
Igor Miladinović,21.0,rs SRB,"Forward, Midfielder",Saint-Étienne,fr Ligue 1,3,0,0
Nikola Milenković,26.0,rs SRB,Defender,Nott'ham Forest,eng Premier League,37,5,2
Lewis Miley,18.0,eng ENG,Midfielder,Newcastle Utd,eng Premier League,14,1,0
Vanja Milinković-Savić,27.0,rs SRB,Goalkeeper,Torino,it Serie A,37,0,0
Éder Militão,26.0,br BRA,Defender,Real Madrid,es La Liga,12,1,1
Luis Milla,29.0,es ESP,Midfielder,Getafe,es La Liga,33,1,4
Pere Milla,31.0,es ESP,"Midfielder, Forward",Espanyol,es La Liga,20,3,0
Enzo Millot,22.0,fr FRA,"Midfielder, Forward",Stuttgart,de Bundesliga,29,6,5
James Milner,38.0,eng ENG,Midfielder,Brighton,eng Premier League,4,0,0
Kim Min-jae,27.0,kr KOR,Defender,Bayern Munich,de Bundesliga,27,2,0
Yerry Mina,29.0,co COL,Defender,Cagliari,it Serie A,31,1,0
Takumi Minamino,29.0,jp JPN,"Midfielder, Forward",Monaco,fr Ligue 1,31,6,3
Lucas Mincarelli,20.0,fr FRA,Defender,Montpellier,fr Ligue 1,10,1,0
Tyrone Mings,31.0,eng ENG,Defender,Aston Villa,eng Premier League,14,0,0
Óscar Mingueza,25.0,es ESP,"Midfielder, Defender",Celta Vigo,es La Liga,34,4,6
Kim Minsu,18.0,kr KOR,"Midfielder, Forward",Girona,es La Liga,3,0,0
Yankuba Minteh,20.0,gm GAM,"Forward, Midfielder",Brighton,eng Premier League,32,6,4
Bojan Miovski,25.0,mk MKD,Forward,Girona,es La Liga,17,2,1
Rafa Mir,27.0,es ESP,"Forward, Midfielder",Valencia,es La Liga,20,1,2
Juan Miranda,24.0,es ESP,Defender,Bologna,it Serie A,31,0,6
Fabio Miretti,20.0,it ITA,"Midfielder, Forward",Genoa,it Serie A,25,3,3
Tyrick Mitchell,24.0,eng ENG,Defender,Crystal Palace,eng Premier League,37,0,5
Kaoru Mitoma,27.0,jp JPN,"Forward, Midfielder",Brighton,eng Premier League,36,10,4
Maximilian Mittelstädt,27.0,de GER,Defender,Stuttgart,de Bundesliga,31,1,7
Koji Miyoshi,27.0,jp JPN,"Forward, Midfielder",Bochum,de Bundesliga,15,1,0
Henrikh Mkhitaryan,35.0,am ARM,Midfielder,Inter,it Serie A,32,1,4
Jakub Moder,25.0,pl POL,Midfielder,Brighton,eng Premier League,4,0,0
Rui Modesto,24.0,ao ANG,"Defender, Midfielder",Udinese,it Serie A,20,0,1
Luka Modrić,38.0,hr CRO,Midfielder,Real Madrid,es La Liga,35,2,6
Max Moerstedt,,de GER,Forward,Hoffenheim,de Bundesliga,12,0,0
Terem Moffi,25.0,ng NGA,Forward,Nice,fr Ligue 1,5,1,0
Mostafa Mohamed,26.0,eg EGY,Forward,Nantes,fr Ligue 1,30,5,0
Johan Mojica,31.0,co COL,Defender,Mallorca,es La Liga,36,1,2
