Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
David Mokwa,20.0,fr FRA,"Defender, Forward",Hoffenheim,de Bundesliga,2,0,0
Alberto Moleiro,20.0,es ESP,"Forward, Midfielder",Las Palmas,es La Liga,35,6,1
Nahuel Molina,26.0,ar ARG,Defender,Atlético Madrid,es La Liga,30,0,3
Florent Mollet,32.0,fr FRA,"Midfielder, Forward",Nantes,fr Ligue 1,9,0,0
Jon Moncayola,26.0,es ESP,Midfielder,Osasuna,es La Liga,32,0,0
Jeremy Monga,,,"Forward, Midfielder",Leicester City,eng Premier League,7,0,0
Gonzalo Montiel,27.0,ar ARG,"Defender, Midfielder",Sevilla,es La Liga,6,0,0
Lorenzo Montipò,28.0,it ITA,Goalkeeper,Hellas Verona,it Serie A,36,0,0
Mikey Moore,16.0,eng ENG,Forward,Tottenham,eng Premier League,10,0,1
Álvaro Morata,31.0,es ESP,"Forward, Midfielder",Milan,it Serie A,16,5,0
Morato,23.0,br BRA,Defender,Nott'ham Forest,eng Premier League,26,0,0
Diego Moreira,19.0,pt POR,"Defender, Midfielder",Strasbourg,fr Ligue 1,32,2,7
Alberto Moreno,32.0,es ESP,Defender,Como,it Serie A,24,0,0
Álex Moreno,31.0,es ESP,"Defender, Midfielder",Nott'ham Forest,eng Premier League,15,0,1
Gerard Moreno,32.0,es ESP,Forward,Villarreal,es La Liga,17,3,2
Matias Moreno,20.0,ar ARG,Defender,Fiorentina,it Serie A,4,0,0
Xavier Moreno,19.0,es ESP,Forward,Valladolid,es La Liga,1,0,0
Tete Morente,27.0,es ESP,"Forward, Midfielder",Lecce,it Serie A,31,3,2
Mateu Morey,24.0,es ESP,Defender,Mallorca,es La Liga,16,0,0
Ilaix Moriba,21.0,gn GUI,Midfielder,Celta Vigo,es La Liga,33,1,1
Manu Morlanes,25.0,es ESP,Midfielder,Mallorca,es La Liga,23,0,0
Nikola Moro,26.0,hr CRO,Midfielder,Bologna,it Serie A,22,0,2
Raúl Moro,21.0,es ESP,"Midfielder, Forward",Valladolid,es La Liga,33,4,5
Sam Morsy,32.0,eg EGY,Midfielder,Ipswich Town,eng Premier League,33,1,1
Gabriel Moscardo,18.0,br BRA,"Midfielder, Defender",Reims,fr Ligue 1,6,0,0
Cristhian Mosquera,20.0,es ESP,Defender,Valencia,es La Liga,37,1,0
Daniel Mosquera,24.0,co COL,Forward,Hellas Verona,it Serie A,35,5,1
Yerson Mosquera,23.0,co COL,Defender,Wolves,eng Premier League,5,0,0
Dany Mota,26.0,pt POR,"Forward, Midfielder",Monza,it Serie A,31,5,2
Yael Mouanga,19.0,fr FRA,Defender,Montpellier,fr Ligue 1,14,0,0
Aimen Moueffek,23.0,fr FRA,Midfielder,Saint-Étienne,fr Ligue 1,22,0,1
Youssoufa Moukoko,19.0,de GER,"Forward, Midfielder",Nice,fr Ligue 1,11,2,1
Steve Mounié,29.0,bj BEN,"Forward, Midfielder",Augsburg,de Bundesliga,16,1,0
Mason Mount,25.0,eng ENG,Midfielder,Manchester Utd,eng Premier League,17,1,0
Santiago Mouriño,22.0,uy URU,Defender,Alavés,es La Liga,25,0,1
Louis Mouton,22.0,fr FRA,Midfielder,Saint-Étienne,fr Ligue 1,24,0,1
Divin Mubama,19.0,eng ENG,Forward,Manchester City,eng Premier League,1,0,0
Mykhailo Mudryk,23.0,ua UKR,Forward,Chelsea,eng Premier League,7,0,0
Ngal'Ayel Mukau,19.0,cd COD,Midfielder,Lille,fr Ligue 1,22,0,1
Nordi Mukiele,26.0,fr FRA,Defender,Leverkusen,de Bundesliga,15,1,0
Florian Müller,26.0,de GER,Goalkeeper,Freiburg,de Bundesliga,9,0,0
Kevin Müller,33.0,de GER,Goalkeeper,Heidenheim,de Bundesliga,33,0,0
Marius Müller,31.0,de GER,Goalkeeper,Wolfsburg,de Bundesliga,6,0,0
Thomas Müller,34.0,de GER,"Midfielder, Forward",Bayern Munich,de Bundesliga,30,1,4
Abdul Mumin,26.0,gh GHA,Defender,Rayo Vallecano,es La Liga,24,2,1
Marshall Munetsi,28.0,zw ZIM,Midfielder,Reims,fr Ligue 1,19,4,2
Rodrigo Muniz,23.0,br BRA,Forward,Fulham,eng Premier League,31,8,1
Aihen Muñoz,26.0,es ESP,Defender,Real Sociedad,es La Liga,21,0,0
Álex Muñoz,30.0,es ESP,Defender,Las Palmas,es La Liga,21,3,0
Daniel Muñoz,28.0,co COL,Defender,Crystal Palace,eng Premier League,37,4,5
Iker Muñoz,21.0,es ESP,Midfielder,Osasuna,es La Liga,23,0,1
Javier Muñoz,29.0,es ESP,"Midfielder, Defender",Las Palmas,es La Liga,35,1,3
Víctor Muñoz,21.0,es ESP,"Forward, Defender",Real Madrid,es La Liga,2,0,0
Arijanet Muric,25.0,xk KVX,Goalkeeper,Ipswich Town,eng Premier League,18,0,0
Murillo,22.0,br BRA,Defender,Nott'ham Forest,eng Premier League,36,2,0
Vedat Muriqi,30.0,xk KVX,Forward,Mallorca,es La Liga,29,7,2
Jacob Murphy,29.0,eng ENG,Forward,Newcastle Utd,eng Premier League,35,8,12
Bob Murphy Omoregbe,20.0,it ITA,Midfielder,Milan,it Serie A,1,0,0
Yunus Musah,21.0,us USA,"Midfielder, Forward",Milan,it Serie A,29,0,2
Jamal Musiala,21.0,de GER,Midfielder,Bayern Munich,de Bundesliga,25,12,2
Florent Muslija,26.0,xk KVX,"Forward, Midfielder",Freiburg,de Bundesliga,9,0,0
Almoatasem Al Musrati,28.0,ly LBY,Midfielder,Monaco,fr Ligue 1,10,1,1
Juan Musso,30.0,ar ARG,Goalkeeper,Atlético Madrid,es La Liga,2,0,0
Kingstone Mutandwa,21.0,zm ZAM,"Forward, Midfielder",Cagliari,it Serie A,6,0,0
Junior Mwanga,21.0,fr FRA,Midfielder,Strasbourg,fr Ligue 1,8,0,0
Phillipp Mwene,30.0,at AUT,Defender,Mainz 05,de Bundesliga,32,1,4
Vitaliy Mykolenko,25.0,ua UKR,Defender,Everton,eng Premier League,35,1,2
Joakim Mæhle,27.0,dk DEN,Defender,Wolfsburg,de Bundesliga,28,3,4
Obite N'Dicka,24.0,ci CIV,Defender,Roma,it Serie A,38,0,1
Konan N'dri,23.0,ci CIV,"Forward, Midfielder",Lecce,it Serie A,11,0,0
Loïc N'Gatta,20.0,fr FRA,Defender,Auxerre,fr Ligue 1,2,0,0
Nathan N'Goumou,24.0,cm CMR,Forward,Gladbach,de Bundesliga,19,2,1
Djylian N'Guessan,15.0,fr FRA,Forward,Saint-Étienne,fr Ligue 1,8,0,0
Stanley N'Soki,25.0,fr FRA,Defender,Hoffenheim,de Bundesliga,22,0,0
Mickael Nade,25.0,fr FRA,Defender,Saint-Étienne,fr Ligue 1,26,1,2
Bilal Nadir,20.0,ma MAR,Midfielder,Marseille,fr Ligue 1,15,1,0
Mahamadou Nagida,19.0,cm CMR,Defender,Rennes,fr Ligue 1,12,2,0
Keito Nakamura,24.0,jp JPN,"Forward, Midfielder",Reims,fr Ligue 1,32,11,2
Sebastian Nanasi,22.0,se SWE,"Midfielder, Forward",Strasbourg,fr Ligue 1,31,6,4
Yael Nandjou,19.0,fr FRA,Defender,Nice,fr Ligue 1,3,0,0
Nikolas Nartey,24.0,dk DEN,Midfielder,Stuttgart,de Bundesliga,1,0,0
Matija Nastasić,31.0,rs SRB,Defender,Leganés,es La Liga,26,1,0
Natan,23.0,br BRA,Defender,Betis,es La Liga,31,1,1
Pau Navarro,19.0,es ESP,Defender,Villarreal,es La Liga,17,0,0
Roberto Navarro,22.0,es ESP,"Midfielder, Forward",Mallorca,es La Liga,23,1,0
Jesús Navas,38.0,es ESP,"Forward, Midfielder",Sevilla,es La Liga,15,1,0
Michel Ndary Adopo,24.0,fr FRA,Midfielder,Cagliari,it Serie A,35,1,1
Youssouf Ndayishimiye,25.0,bi BDI,Defender,Nice,fr Ligue 1,23,3,0
Iliman Ndiaye,24.0,sn SEN,Forward,Everton,eng Premier League,33,9,0
Junior Ndiaye,19.0,fr FRA,Forward,Montpellier,fr Ligue 1,15,0,0
Rassoul Ndiaye,22.0,sn SEN,Midfielder,Le Havre,fr Ligue 1,27,1,0
Wilfred Ndidi,27.0,ng NGA,Midfielder,Leicester City,eng Premier League,28,0,5
Wilfried Ndollo,19.0,cm CMR,Defender,Montpellier,fr Ligue 1,8,0,0
Tanguy Ndombele,27.0,fr FRA,Midfielder,Nice,fr Ligue 1,18,1,2
Cher Ndour,20.0,it ITA,"Midfielder, Defender",Fiorentina,it Serie A,9,0,0
Dan Ndoye,23.0,ch SUI,Forward,Bologna,it Serie A,30,8,4
Paul Nebel,21.0,de GER,Midfielder,Mainz 05,de Bundesliga,31,10,4
Kosta Nedeljković,18.0,rs SRB,Defender,RB Leipzig,de Bundesliga,10,0,0
Loïc Nego,33.0,hu HUN,"Defender, Forward",Le Havre,fr Ligue 1,31,0,0
Ivan Nekić,23.0,hr CRO,Defender,Holstein Kiel,de Bundesliga,1,0,0
Reiss Nelson,24.0,eng ENG,Forward,Fulham,eng Premier League,11,1,1
Victor Nelsson,25.0,dk DEN,Defender,Roma,it Serie A,4,0,0
David Nemeth,23.0,at AUT,Defender,St. Pauli,de Bundesliga,24,0,1
David Neres,27.0,br BRA,Forward,Napoli,it Serie A,28,2,4
Neto,35.0,br BRA,Goalkeeper,Bournemouth,eng Premier League,2,0,0
Pedro Neto,24.0,pt POR,Forward,Chelsea,eng Premier League,35,4,6
Luca Netz,21.0,de GER,Defender,Gladbach,de Bundesliga,24,0,2
Manuel Neuer,38.0,de GER,Goalkeeper,Bayern Munich,de Bundesliga,22,0,0
Florian Neuhaus,27.0,de GER,Midfielder,Gladbach,de Bundesliga,18,0,1
João Neves,19.0,pt POR,"Midfielder, Defender",Paris S-G,fr Ligue 1,29,3,8
Yvan Neyou,27.0,cm CMR,Midfielder,Leganés,es La Liga,30,1,1
Cyril Ngonge,24.0,be BEL,Forward,Napoli,it Serie A,18,0,0
Mikayil Ngor Faye,20.0,sn SEN,Defender,Rennes,fr Ligue 1,11,0,0
Steve Ngoura,19.0,fr FRA,Forward,Le Havre,fr Ligue 1,8,0,0
Bernard Nguene,17.0,cm CMR,Forward,Nice,fr Ligue 1,1,0,0
Moussa Niakhate,28.0,sn SEN,Defender,Lyon,fr Ligue 1,31,0,0
Abdoulaye Niakhate Ndiaye,22.0,sn SEN,Defender,Brest,fr Ligue 1,22,1,0
Ibrahima Niane,25.0,sn SEN,Forward,Angers,fr Ligue 1,24,3,1
Tanguy Nianzou,22.0,fr FRA,Defender,Sevilla,es La Liga,6,0,0
Rasmus Nicolaisen,27.0,dk DEN,Defender,Toulouse,fr Ligue 1,7,0,1
Moritz Nicolas,26.0,de GER,Goalkeeper,Gladbach,de Bundesliga,19,0,0
Hans Nicolussi Caviglia,24.0,it ITA,Midfielder,Venezia,it Serie A,35,4,2
Julian Niehues,23.0,de GER,Midfielder,Heidenheim,de Bundesliga,8,0,0
Oliver Nielsen,21.0,dk DEN,Defender,Lazio,it Serie A,2,0,0
Saúl Ñíguez,29.0,es ESP,Midfielder,Sevilla,es La Liga,24,1,6
Eybi Nije,19.0,se SWE,"Forward, Midfielder",Torino,it Serie A,16,1,0
Tamás Nikitscher,24.0,hu HUN,"Midfielder, Defender",Valladolid,es La Liga,13,0,0
Adrian Niño,20.0,es ESP,Forward,Atlético Madrid,es La Liga,1,0,0
Justin Njinmah,23.0,de GER,"Forward, Midfielder",Werder Bremen,de Bundesliga,26,3,2
Eddie Nketiah,25.0,eng ENG,"Forward, Midfielder",Crystal Palace,eng Premier League,29,3,1
Niels Nkounkou,23.0,fr FRA,"Defender, Midfielder",Eint Frankfurt,de Bundesliga,12,0,0
Christopher Nkunku,26.0,fr FRA,Forward,Chelsea,eng Premier League,27,3,2
Felix Nmecha,23.0,de GER,Midfielder,Dortmund,de Bundesliga,26,4,1
Lukas Nmecha,25.0,de GER,"Forward, Midfielder",Wolfsburg,de Bundesliga,19,3,0
Arnaud Nordin,26.0,fr FRA,"Defender, Midfielder",Mainz 05,de Bundesliga,6,0,0
Brooke Norton-Cuffy,20.0,eng ENG,"Defender, Forward",Genoa,it Serie A,14,0,0
Tijjani Noslin,25.0,nl NED,"Forward, Midfielder",Lazio,it Serie A,30,2,2
Hugo Novoa,21.0,es ESP,"Defender, Midfielder",Alavés,es La Liga,5,0,0
Plamedi Nsingi,23.0,,Midfielder,Nantes,fr Ligue 1,1,0,0
Randy Nteka,26.0,ao ANG,Forward,Rayo Vallecano,es La Liga,24,3,0
Ernest Nuamah,20.0,gh GHA,"Forward, Midfielder",Lyon,fr Ligue 1,23,3,1
Alexander Nübel,27.0,de GER,Goalkeeper,Stuttgart,de Bundesliga,34,0,1
Gustavo Nunes,18.0,br BRA,"Forward, Midfielder",Brentford,eng Premier League,3,0,0
Matheus Nunes,25.0,pt POR,"Defender, Midfielder",Manchester City,eng Premier League,26,1,6
Darwin Núñez,25.0,uy URU,Forward,Liverpool,eng Premier League,30,5,2
Unai Núñez,27.0,es ESP,Defender,Athletic Club,es La Liga,10,0,0
Antonio Nusa,19.0,no NOR,"Midfielder, Defender",RB Leipzig,de Bundesliga,25,3,3
Ethan Nwaneri,17.0,eng ENG,"Forward, Midfielder",Arsenal,eng Premier League,26,4,2
Ørjan Nyland,33.0,no NOR,Goalkeeper,Sevilla,es La Liga,30,0,0
Allan Nyom,36.0,cm CMR,"Defender, Midfielder",Getafe,es La Liga,20,1,2
Rabby Nzingoula,18.0,cg CGO,Midfielder,Montpellier,fr Ligue 1,27,1,0
M'Bala Nzola,27.0,ao ANG,Forward,Lens,fr Ligue 1,21,6,1
Marwann Nzuzi,20.0,fr FRA,Defender,Saint-Étienne,fr Ligue 1,2,0,0
Christian Nørgaard,30.0,dk DEN,Midfielder,Brentford,eng Premier League,34,5,4
Jake O'Brien,23.0,ie IRL,Defender,Everton,eng Premier League,20,2,0
Matt O'Riley,23.0,dk DEN,Midfielder,Brighton,eng Premier League,21,2,2
Dara O'Shea,25.0,ie IRL,Defender,Ipswich Town,eng Premier League,35,0,2
Adam Obert,21.0,sk SVK,Defender,Cagliari,it Serie A,21,1,1
Chidozie Obi-Martin,16.0,dk DEN,Forward,Manchester Utd,eng Premier League,7,0,0
Jan Oblak,31.0,si SVN,Goalkeeper,Atlético Madrid,es La Liga,36,0,0
Lucas Ocampos,30.0,ar ARG,Forward,Sevilla,es La Liga,2,0,1
Jens Odgaard,25.0,dk DEN,"Midfielder, Forward",Bologna,it Serie A,29,6,1
Wilson Odobert,19.0,fr FRA,"Forward, Midfielder",Tottenham,eng Premier League,16,1,0
David Odogu,18.0,de GER,Defender,Wolfsburg,de Bundesliga,3,0,0
Álvaro Odriozola,28.0,es ESP,Defender,Real Sociedad,es La Liga,2,0,0
Tim Oermann,20.0,de GER,Defender,Bochum,de Bundesliga,29,0,2
Chiedozie Ogbene,27.0,ie IRL,Forward,Ipswich Town,eng Premier League,5,0,0
Ifechukwu Ogbus,18.0,ch SUI,Defender,Freiburg,de Bundesliga,2,0,0
Thiago Ojeda,21.0,ar ARG,Midfielder,Villarreal,es La Liga,1,0,0
Hamzat Ojediran,20.0,ng NGA,"Midfielder, Forward",Lens,fr Ligue 1,17,1,0
Noah Okafor,24.0,ch SUI,"Forward, Midfielder",Napoli,it Serie A,4,0,0
Caleb Okoli,23.0,it ITA,Defender,Leicester City,eng Premier League,19,1,0
Yllan Okou,21.0,fr FRA,Defender,Hellas Verona,it Serie A,1,0,0
Maduka Okoye,24.0,ng NGA,Goalkeeper,Udinese,it Serie A,25,0,0
Joseph Okumu,27.0,ke KEN,Defender,Reims,fr Ligue 1,22,1,0
Aingeru Olabarrieta,18.0,es ESP,Forward,Athletic Club,es La Liga,1,0,0
Kazeem Olaigbe,21.0,be BEL,"Midfielder, Forward",Rennes,fr Ligue 1,10,0,2
Olasagasti,23.0,es ESP,Midfielder,Real Sociedad,es La Liga,22,1,1
Ben Old,21.0,nz NZL,"Forward, Midfielder",Saint-Étienne,fr Ligue 1,13,0,0
Finn Ole Becker,24.0,de GER,Midfielder,Hoffenheim,de Bundesliga,13,0,1
Michael Olise,22.0,fr FRA,"Forward, Midfielder",Bayern Munich,de Bundesliga,34,12,15
Brian Oliván,30.0,es ESP,Defender,Espanyol,es La Liga,17,0,1
Lucas Oliveira Rosa,24.0,br BRA,Defender,Valladolid,es La Liga,21,0,1
Mathías Olivera,26.0,uy URU,Defender,Napoli,it Serie A,32,0,2
Dani Olmo,26.0,es ESP,"Midfielder, Forward",Barcelona,es La Liga,25,10,3
Robin Olsen,34.0,se SWE,Goalkeeper,Aston Villa,eng Premier League,4,0,0
Warmed Omari,24.0,km COM,Defender,Lyon,fr Ligue 1,1,0,0
Becir Omeragic,22.0,ch SUI,Defender,Montpellier,fr Ligue 1,22,0,0
Jonas Omlin,30.0,ch SUI,Goalkeeper,Gladbach,de Bundesliga,12,0,0
Andrew Omobamidele,22.0,ie IRL,Defender,Strasbourg,fr Ligue 1,10,0,0
Ado Onaiwu,28.0,jp JPN,"Midfielder, Forward",Auxerre,fr Ligue 1,31,4,1
Amadou Onana,22.0,be BEL,Midfielder,Aston Villa,eng Premier League,26,3,0
André Onana,28.0,cm CMR,Goalkeeper,Manchester Utd,eng Premier League,34,0,0
Jean Onana,24.0,cm CMR,Midfielder,Genoa,it Serie A,9,0,0
Jacob Ondrejka,21.0,se SWE,"Midfielder, Forward",Parma,it Serie A,12,5,0
Karim Onisiwo,32.0,at AUT,"Midfielder, Forward",Mainz 05,de Bundesliga,6,0,0
Paul Onuachu,30.0,ng NGA,Forward,Southampton,eng Premier League,25,4,1
Frank Onyeka,26.0,ng NGA,Midfielder,Augsburg,de Bundesliga,31,0,1
Loïs Openda,24.0,be BEL,"Forward, Midfielder",RB Leipzig,de Bundesliga,33,9,5
Christopher Operi,27.0,ci CIV,"Defender, Forward",Le Havre,fr Ligue 1,13,0,2
Fredrik Oppegard,21.0,no NOR,Defender,Auxerre,fr Ligue 1,9,0,0
Victor Orakpo,18.0,ng NGA,Forward,Nice,fr Ligue 1,4,0,0
Ike Orazi,17.0,ie IRL,Midfielder,Reims,fr Ligue 1,1,0,0
Gift Orban,22.0,ng NGA,Forward,Hoffenheim,de Bundesliga,13,4,0
Willi Orban,31.0,hu HUN,Defender,RB Leipzig,de Bundesliga,25,5,0
Ivan Ordets,32.0,ua UKR,Defender,Bochum,de Bundesliga,22,0,0
Lewis Orford,18.0,eng ENG,Midfielder,West Ham,eng Premier League,2,0,0
Gaetano Oristanio,21.0,it ITA,"Forward, Midfielder",Venezia,it Serie A,37,3,3
Aimar Oroz,22.0,es ESP,Midfielder,Osasuna,es La Liga,37,5,4
Riccardo Orsolini,27.0,it ITA,Forward,Bologna,it Serie A,30,15,4
Stefan Ortega,31.0,de GER,Goalkeeper,Manchester City,eng Premier League,13,0,0
Ángel Ortíz,20.0,es ESP,Defender,Betis,es La Liga,5,0,1
Gabriel Osei Misehouy,19.0,nl NED,"Forward, Midfielder",Girona,es La Liga,9,1,0
Gabriel Osho,25.0,ng NGA,Defender,Auxerre,fr Ligue 1,20,1,0
Yordan Osorio,30.0,ve VEN,Defender,Parma,it Serie A,3,0,0
Patrick Osterhage,24.0,de GER,Midfielder,Freiburg,de Bundesliga,30,1,0
William Osula,20.0,dk DEN,Forward,Newcastle Utd,eng Premier League,14,1,0
Jibril Othman,20.0,tn TUN,Forward,Saint-Étienne,fr Ligue 1,1,0,0
Sebastian Otoa,20.0,dk DEN,Defender,Genoa,it Serie A,3,0,0
David Otorbi,16.0,es ESP,Midfielder,Valencia,es La Liga,1,0,0
Dango Ouattara,22.0,bf BFA,Forward,Bournemouth,eng Premier League,32,7,4
Guimissongui Ouattara,18.0,fr FRA,"Defender, Forward",Strasbourg,fr Ligue 1,17,1,1
Kassoum Ouattara,19.0,fr FRA,"Defender, Forward",Monaco,fr Ligue 1,12,0,1
Remi Oudin,27.0,fr FRA,"Midfielder, Forward",Lecce,it Serie A,11,0,0
Assan Ouedraogo,18.0,de GER,Midfielder,RB Leipzig,de Bundesliga,3,0,0
Zinédine Ould Khaled,24.0,fr FRA,Midfielder,Angers,fr Ligue 1,10,0,0
Cheick Oumar Conde,24.0,gn GUI,Midfielder,Venezia,it Serie A,9,0,0
Jesús Owono,23.0,gq EQG,Goalkeeper,Alavés,es La Liga,6,0,0
Beres Owusu,20.0,fr FRA,Defender,Saint-Étienne,fr Ligue 1,1,0,0
Elisha Owusu,26.0,gh GHA,Midfielder,Auxerre,fr Ligue 1,28,1,3
Mikel Oyarzabal,27.0,es ESP,Forward,Real Sociedad,es La Liga,35,9,3
Daniel Oyegoke,21.0,eng ENG,Defender,Hellas Verona,it Serie A,5,0,0
Salih Özcan,26.0,tr TUR,Midfielder,Dortmund,de Bundesliga,11,0,0
Cenk Özkacar,23.0,tr TUR,Defender,Valladolid,es La Liga,11,0,0
Nico O’Reilly,19.0,eng ENG,Defender,Manchester City,eng Premier League,9,2,0
Jon Pacheco,23.0,es ESP,Defender,Real Sociedad,es La Liga,14,0,0
Willian Pacho,22.0,ec ECU,Defender,Paris S-G,fr Ligue 1,28,0,1
Daniele Padelli,38.0,it ITA,Goalkeeper,Udinese,it Serie A,1,0,0
Alex Padilla,20.0,es ESP,Goalkeeper,Athletic Club,es La Liga,5,0,0
Simone Pafundi,18.0,it ITA,"Midfielder, Defender",Udinese,it Serie A,9,0,0
Exequiel Palacios,25.0,ar ARG,Midfielder,Leverkusen,de Bundesliga,24,1,6
Tomás Palacios,21.0,ar ARG,Defender,Inter,it Serie A,2,0,0
Isaac Palazón Camacho,29.0,es ESP,"Midfielder, Forward",Rayo Vallecano,es La Liga,35,4,4
Alberto Paleari,31.0,it ITA,Goalkeeper,Torino,it Serie A,1,0,0
Marco Palestra,19.0,it ITA,Defender,Atalanta,it Serie A,9,0,0
João Palhinha,29.0,pt POR,Midfielder,Bayern Munich,de Bundesliga,17,0,0
Nicolas Pallois,36.0,fr FRA,Defender,Nantes,fr Ligue 1,26,0,2
Matteo Palma,16.0,de GER,Defender,Udinese,it Serie A,1,0,0
Alex Palmer,27.0,eng ENG,Goalkeeper,Ipswich Town,eng Premier League,13,0,0
Cole Palmer,22.0,eng ENG,"Midfielder, Forward",Chelsea,eng Premier League,37,15,8
Emerson Palmieri,29.0,it ITA,Defender,West Ham,eng Premier League,31,2,1
Mats Pannewig,19.0,de GER,Midfielder,Bochum,de Bundesliga,14,0,0
Lucas Paquetá,26.0,br BRA,"Midfielder, Forward",West Ham,eng Premier League,33,4,0
Aitor Paredes,24.0,es ESP,Defender,Athletic Club,es La Liga,23,3,0
Kevin Paredes,21.0,us USA,Defender,Wolfsburg,de Bundesliga,2,0,1
Leandro Paredes,30.0,ar ARG,Midfielder,Roma,it Serie A,22,3,1
Daniel Parejo,35.0,es ESP,Midfielder,Villarreal,es La Liga,36,3,3
Iago Parente,18.0,es ESP,Defender,Valladolid,es La Liga,1,0,0
Fabiano Parisi,23.0,it ITA,"Defender, Midfielder",Fiorentina,it Serie A,26,2,0
Thomas Partey,31.0,gh GHA,"Midfielder, Defender",Arsenal,eng Premier League,35,4,2
Mario Pašalić,29.0,hr CRO,Midfielder,Atalanta,it Serie A,34,3,4
Álvaro Pascual,22.0,es ESP,Forward,Sevilla,es La Liga,8,1,0
Felix Passlack,26.0,de GER,"Defender, Midfielder",Bochum,de Bundesliga,31,1,6
Patric,31.0,es ESP,Defender,Lazio,it Serie A,10,1,0
Rui Patrício,36.0,pt POR,Goalkeeper,Atalanta,it Serie A,3,0,0
Nathan Patterson,22.0,sct SCO,Defender,Everton,eng Premier League,10,0,1
Benjamin Pavard,28.0,fr FRA,Defender,Inter,it Serie A,23,0,1
Aleksandar Pavlovic,20.0,de GER,Midfielder,Bayern Munich,de Bundesliga,21,1,0
Strahinja Pavlović,23.0,rs SRB,Defender,Milan,it Serie A,24,2,1
Leonardo Pavoletti,35.0,it ITA,"Forward, Midfielder",Cagliari,it Serie A,26,2,0
Martín Payero,25.0,ar ARG,Midfielder,Udinese,it Serie A,25,1,1
Nicolas Pays,20.0,fr FRA,"Forward, Midfielder",Montpellier,fr Ligue 1,9,0,0
Nicolás Paz,19.0,ar ARG,"Midfielder, Forward",Como,it Serie A,35,6,8
Mads Pedersen,27.0,dk DEN,Defender,Augsburg,de Bundesliga,7,0,0
Marcus Pedersen,24.0,no NOR,Defender,Torino,it Serie A,29,0,0
Alfonso Pedraza,28.0,es ESP,"Defender, Midfielder",Villarreal,es La Liga,12,0,2
Pedri,21.0,es ESP,Midfielder,Barcelona,es La Liga,37,4,5
Pedro,37.0,es ESP,"Forward, Midfielder",Lazio,it Serie A,30,10,1
Kévin Pedro,18.0,fr FRA,Defender,Saint-Étienne,fr Ligue 1,1,0,0
Adrià Pedrosa,26.0,es ESP,Defender,Sevilla,es La Liga,31,1,1
Jordan Pefok,28.0,us USA,Forward,Union Berlin,de Bundesliga,18,0,1
Pejiño,28.0,es ESP,Forward,Las Palmas,es La Liga,1,0,0
Pietro Pellegri,23.0,it ITA,Forward,Empoli,it Serie A,11,3,0
Lorenzo Pellegrini,28.0,it ITA,Midfielder,Roma,it Serie A,25,2,1
Luca Pellegrini,25.0,it ITA,Defender,Lazio,it Serie A,22,0,4
Mateo Pellegrino,23.0,ar ARG,Forward,Parma,it Serie A,13,3,1
Théo Pellenard,30.0,fr FRA,Defender,Auxerre,fr Ligue 1,2,0,0
Andy Pelmard,24.0,fr FRA,Defender,Las Palmas,es La Liga,4,0,0
Timothee Pembele,21.0,fr FRA,Defender,Le Havre,fr Ligue 1,20,1,0
Faris Pemi Moumbagna,24.0,cm CMR,Forward,Marseille,fr Ligue 1,1,0,0
Iñaki Peña,25.0,es ESP,Goalkeeper,Barcelona,es La Liga,16,0,0
Rubén Peña,33.0,es ESP,"Forward, Defender",Osasuna,es La Liga,25,0,0
Nicolas Pépé,29.0,ci CIV,"Forward, Midfielder",Villarreal,es La Liga,28,3,6
Peque,21.0,es ESP,"Midfielder, Forward",Sevilla,es La Liga,26,1,1
Sergiu Perciun,18.0,md MDA,"Forward, Midfielder",Torino,it Serie A,5,0,0
Óscar Perea,18.0,co COL,"Midfielder, Defender",Strasbourg,fr Ligue 1,2,0,0
Andreas Pereira,28.0,br BRA,Midfielder,Fulham,eng Premier League,33,2,4
Mathias Pereira Lage,27.0,pt POR,"Forward, Midfielder",Brest,fr Ligue 1,29,2,7
Pedro Pereira,26.0,pt POR,Defender,Monza,it Serie A,35,1,3
Ricardo Pereira,30.0,pt POR,Defender,Leicester City,eng Premier League,10,0,0
Gastón Pereiro,29.0,uy URU,Midfielder,Genoa,it Serie A,2,0,0
Daniel Peretz,24.0,il ISR,Goalkeeper,Bayern Munich,de Bundesliga,3,0,0
Ayoze Pérez,31.0,es ESP,Forward,Villarreal,es La Liga,30,19,2
Carles Pérez,26.0,es ESP,"Midfielder, Forward",Getafe,es La Liga,27,3,0
Francisco Perez,21.0,es ESP,"Forward, Midfielder",Valencia,es La Liga,26,0,0
Kike Pérez,27.0,es ESP,Midfielder,Valladolid,es La Liga,19,2,0
Luis Pérez,29.0,es ESP,Defender,Valladolid,es La Liga,30,0,0
Nehuén Pérez,24.0,ar ARG,Defender,Udinese,it Serie A,2,0,0
Simone Perilli,29.0,it ITA,Goalkeeper,Hellas Verona,it Serie A,2,0,0
Mattia Perin,31.0,it ITA,Goalkeeper,Juventus,it Serie A,5,0,0
Romain Perraud,26.0,fr FRA,Defender,Betis,es La Liga,28,2,2
Lucas Perri,26.0,br BRA,Goalkeeper,Lyon,fr Ligue 1,33,0,0
Gaëtan Perrin,28.0,fr FRA,"Midfielder, Forward",Auxerre,fr Ligue 1,34,10,11
