Player,Age,Nation,Pos,Squad,Comp,MP,Gls,Ast
Michael Kayode,20.0,it ITA,"DF,FW",Fiorentina,it Serie A,5,0,0
Moise Kean,24.0,it ITA,FW,Fiorentina,it Serie A,32,19,3
Michael Keane,31.0,eng ENG,DF,Everton,eng Premier League,14,3,0
Yassine Kechta,22.0,ma MAR,"MF,FW",Le Havre,fr Ligue 1,31,2,0
Thilo Kehrer,27.0,de GER,DF,Monaco,fr Ligue 1,27,4,0
Abdoulaye Keita,21.0,es ESP,"FW,MF",Getafe,es La Liga,3,0,0
Mandela Keita,22.0,be BEL,MF,Parma,it Serie A,30,0,2
Yannik Keitel,24.0,de GER,MF,Stuttgart,de Bundesliga,11,0,0
Andu Kelati,21.0,de GER,"MF,DF",Holstein Kiel,de Bundesliga,8,1,1
Caoimhín Kelleher,25.0,ie IRL,GK,Liverpool,eng Premier League,10,0,0
Thomas Keller,24.0,de GER,"DF,MF",Heidenheim,de Bundesliga,6,0,0
Lloyd Kelly,25.0,eng ENG,DF,Newcastle Utd,eng Premier League,10,0,1
Lloyd Kelly,25.0,eng ENG,DF,Juventus,it Serie A,12,0,0
Aljoscha Kemlein,19.0,de GER,MF,Union Berlin,de Bundesliga,15,1,0
Marc-Oliver Kempf,29.0,de GER,DF,Como,it Serie A,31,0,0
Kenedy,28.0,br BRA,"MF,FW",Valladolid,es La Liga,2,0,0
Luca Kerber,22.0,de GER,"MF,DF",Heidenheim,de Bundesliga,23,2,0
Milos Kerkez,20.0,hu HUN,DF,Bournemouth,eng Premier League,38,2,5
Reda Khadra,23.0,de GER,"MF,FW",Reims,fr Ligue 1,4,0,0
Bilal El Khannouss,20.0,ma MAR,"MF,FW",Leicester City,eng Premier League,32,2,3
Wahbi Khazri,33.0,tn TUN,"FW,MF",Montpellier,fr Ligue 1,30,1,1
Rani Khedira,30.0,de GER,MF,Union Berlin,de Bundesliga,32,1,1
Abdukodir Khusanov,20.0,uz UZB,DF,Manchester City,eng Premier League,6,0,0
Abdukodir Khusanov,20.0,uz UZB,DF,Lens,fr Ligue 1,13,0,0
Kialonda,26.0,ao ANG,DF,Lecce,it Serie A,24,0,1
Kiké,34.0,es ESP,FW,Alavés,es La Liga,35,13,0
Max Kilman,27.0,eng ENG,DF,West Ham,eng Premier League,38,0,1
Joshua Kimmich,29.0,de GER,MF,Bayern Munich,de Bundesliga,33,3,7
Presnel Kimpembe,28.0,fr FRA,DF,Paris S-G,fr Ligue 1,2,0,0
Joshua King,17.0,eng ENG,MF,Fulham,eng Premier League,8,0,0
Joshua King,32.0,no NOR,"FW,MF",Toulouse,fr Ligue 1,28,6,3
Tom King,29.0,wls WAL,GK,Wolves,eng Premier League,1,0,0
Antonín Kinský,21.0,cz CZE,GK,Tottenham,eng Premier League,6,0,0
Cédric Kipré,27.0,ci CIV,DF,Reims,fr Ligue 1,28,0,1
Jakub Kiwior,24.0,pl POL,DF,Arsenal,eng Premier League,17,1,0
Tim Kleindienst,28.0,de GER,FW,Gladbach,de Bundesliga,31,16,7
Lukas Klostermann,28.0,de GER,DF,RB Leipzig,de Bundesliga,28,1,0
Justin Kluivert,25.0,nl NED,MF,Bournemouth,eng Premier League,34,12,6
Ansgar Knauff,22.0,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,30,4,5
Magnus Knudsen,23.0,no NOR,MF,Holstein Kiel,de Bundesliga,31,0,1
Gregor Kobel,26.0,ch SUI,GK,Dortmund,de Bundesliga,32,0,0
Robin Koch,28.0,de GER,DF,Eint Frankfurt,de Bundesliga,30,3,0
Hervé Koffi,27.0,bf BFA,GK,Lens,fr Ligue 1,5,0,0
Magnus Kofod Andersen,25.0,dk DEN,MF,Venezia,it Serie A,14,1,1
Derrick Köhn,25.0,de GER,"DF,FW",Werder Bremen,de Bundesliga,27,2,2
Philipp Köhn,26.0,ch SUI,GK,Monaco,fr Ligue 1,19,0,0
Dominik Kohr,30.0,de GER,"DF,MF",Mainz 05,de Bundesliga,28,2,0
Koka,31.0,eg EGY,FW,Le Havre,fr Ligue 1,16,3,1
Koke,32.0,es ESP,MF,Atlético Madrid,es La Liga,32,1,1
Sead Kolašinac,31.0,ba BIH,DF,Atalanta,it Serie A,23,0,2
Randal Kolo Muani,25.0,fr FRA,FW,Juventus,it Serie A,16,8,1
Randal Kolo Muani,25.0,fr FRA,FW,Paris S-G,fr Ligue 1,10,2,1
Marco Komenda,27.0,hr CRO,DF,Holstein Kiel,de Bundesliga,19,0,0
Mert Kömür,19.0,de GER,MF,Augsburg,de Bundesliga,20,2,1
Ibrahima Konaté,25.0,fr FRA,DF,Liverpool,eng Premier League,31,1,2
Ismael Konate,18.0,ci CIV,"FW,MF",Empoli,it Serie A,12,0,1
Geoffrey Kondogbia,31.0,cf CTA,"DF,MF",Marseille,fr Ligue 1,25,0,0
Abdoul Koné,19.0,fr FRA,DF,Reims,fr Ligue 1,4,0,0
Amadou Koné,19.0,ml MLI,MF,Reims,fr Ligue 1,24,0,0
Ismaël Koné,22.0,ca CAN,"MF,FW",Marseille,fr Ligue 1,8,0,0
Ismaël Koné,22.0,ca CAN,MF,Rennes,fr Ligue 1,13,2,1
Manu Koné,23.0,fr FRA,MF,Roma,it Serie A,34,2,1
Ezri Konsa,26.0,eng ENG,DF,Aston Villa,eng Premier League,34,2,0
Teun Koopmeiners,26.0,nl NED,"MF,FW",Juventus,it Serie A,28,3,3
Kacper Koscierski,17.0,de GER,DF,Bochum,de Bundesliga,1,0,0
Odilon Kossounou,23.0,ci CIV,DF,Atalanta,it Serie A,18,0,0
Christian Kouamé,26.0,ci CIV,"FW,MF",Fiorentina,it Serie A,18,0,1
Christian Kouamé,26.0,ci CIV,"FW,MF",Empoli,it Serie A,8,1,0
Henri Koudossou,24.0,de GER,DF,Augsburg,de Bundesliga,21,0,0
Konstantinos Koulierakis,20.0,gr GRE,DF,Wolfsburg,de Bundesliga,30,0,2
Emmanuel Koum Mbondo,18.0,fr FRA,DF,Marseille,fr Ligue 1,1,0,0
Jules Koundé,25.0,fr FRA,DF,Barcelona,es La Liga,32,2,3
Boubakar Kouyaté,27.0,ml MLI,DF,Montpellier,fr Ligue 1,11,0,0
Mateo Kovačić,30.0,hr CRO,MF,Manchester City,eng Premier League,31,6,2
Viktor Kovalenko,28.0,ua UKR,MF,Empoli,it Serie A,6,0,0
Matej Kovar,24.0,cz CZE,GK,Leverkusen,de Bundesliga,5,0,0
Mateusz Kowalski,19.0,pl POL,MF,Parma,it Serie A,1,0,0
Goduine Koyalipou,24.0,cf CTA,FW,Lens,fr Ligue 1,15,4,0
Caleb Kporha,18.0,eng ENG,DF,Crystal Palace,eng Premier League,2,0,0
Emil Krafth,29.0,se SWE,DF,Newcastle Utd,eng Premier League,12,0,0
Alex Král,26.0,cz CZE,MF,Espanyol,es La Liga,37,0,1
Andrej Kramarić,33.0,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,32,11,8
Frans Krätzig,21.0,de GER,"DF,MF",Heidenheim,de Bundesliga,16,1,2
Frans Krätzig,21.0,de GER,DF,Stuttgart,de Bundesliga,1,0,0
Tom Krauß,23.0,de GER,MF,Bochum,de Bundesliga,14,0,0
Ladislav Krejčí,25.0,cz CZE,DF,Girona,es La Liga,28,2,0
Rasmus Kristensen,27.0,dk DEN,DF,Eint Frankfurt,de Bundesliga,30,5,3
Thomas Kristensen,22.0,dk DEN,DF,Udinese,it Serie A,24,1,0
Nikola Krstović,24.0,me MNE,FW,Lecce,it Serie A,37,11,5
Lukas Kübler,31.0,de GER,DF,Freiburg,de Bundesliga,28,5,1
Takefusa Kubo,23.0,jp JPN,"MF,FW",Real Sociedad,es La Liga,36,5,0
Mohammed Kudus,23.0,gh GHA,"FW,MF",West Ham,eng Premier League,32,5,3
Dejan Kulusevski,24.0,se SWE,"MF,FW",Tottenham,eng Premier League,32,7,4
Sael Kumbedi,19.0,fr FRA,DF,Lyon,fr Ligue 1,14,0,0
Marash Kumbulla,24.0,al ALB,DF,Espanyol,es La Liga,35,3,0
Jonah Kusi-Asare,17.0,se SWE,FW,Bayern Munich,de Bundesliga,1,0,0
Daler Kuzyaev,31.0,ru RUS,MF,Le Havre,fr Ligue 1,12,1,0
Khvicha Kvaratskhelia,23.0,ge GEO,"FW,MF",Napoli,it Serie A,17,5,3
Khvicha Kvaratskhelia,23.0,ge GEO,FW,Paris S-G,fr Ligue 1,14,4,3
Moritz-Broni Kwarteng,26.0,gh GHA,"MF,FW",Bochum,de Bundesliga,7,0,0
Giorgos Kyriakopoulos,28.0,gr GRE,DF,Monza,it Serie A,34,2,4
Luca de la Torre,26.0,us USA,MF,Celta Vigo,es La Liga,1,0,0
Rémy Labeau Lascary,21.0,gp GLP,"FW,MF",Lens,fr Ligue 1,14,2,1
Gaëtan Laborde,30.0,fr FRA,FW,Nice,fr Ligue 1,28,11,4
Nediljko Labrović,24.0,hr CRO,GK,Augsburg,de Bundesliga,15,0,0
Alexandre Lacazette,33.0,fr FRA,FW,Lyon,fr Ligue 1,30,15,2
Younes Lachaab,19.0,fr FRA,"MF,FW",Lille,fr Ligue 1,2,0,0
Maxence Lacroix,24.0,fr FRA,DF,Crystal Palace,eng Premier League,35,1,1
Alban Lafont,25.0,fr FRA,GK,Nantes,fr Ligue 1,12,0,0
Yoel Lago,20.0,es ESP,DF,Celta Vigo,es La Liga,8,0,1
Konrad Laimer,27.0,at AUT,DF,Bayern Munich,de Bundesliga,29,2,2
Stefan Lainer,31.0,at AUT,DF,Gladbach,de Bundesliga,21,1,0
Kenny Lala,32.0,mg MAD,DF,Brest,fr Ligue 1,30,3,2
Adam Lallana,36.0,eng ENG,MF,Southampton,eng Premier League,14,0,2
Mathis Lambourde,18.0,fr FRA,"FW,MF",Hellas Verona,it Serie A,7,1,0
Mohamed Lamine Bayo,26.0,gn GUI,FW,Lille,fr Ligue 1,12,2,1
Tariq Lamptey,23.0,gh GHA,DF,Brighton,eng Premier League,15,2,2
Will Lankshear,19.0,eng ENG,"FW,MF",Tottenham,eng Premier League,3,0,0
Gianluca Lapadula,34.0,pe PER,"FW,MF",Cagliari,it Serie A,12,0,0
Cyle Larin,29.0,ca CAN,FW,Mallorca,es La Liga,32,7,2
Gautier Larsonneur,27.0,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,0,0
Hugo Larsson,20.0,se SWE,MF,Eint Frankfurt,de Bundesliga,33,3,1
Juanmi Latasa,23.0,es ESP,FW,Valladolid,es La Liga,28,3,0
Toni Lato,26.0,es ESP,DF,Mallorca,es La Liga,14,0,0
Roméo Lavia,20.0,be BEL,MF,Chelsea,eng Premier League,16,0,1
Valentino Lazaro,28.0,at AUT,"DF,FW",Torino,it Serie A,33,0,6
Darko Lazović,33.0,rs SRB,"DF,MF",Hellas Verona,it Serie A,27,2,3
Manuel Lazzari,30.0,it ITA,DF,Lazio,it Serie A,25,0,1
Julien Le Cardinal,26.0,fr FRA,DF,Brest,fr Ligue 1,16,0,1
Jérémy Le Douaron,26.0,fr FRA,FW,Brest,fr Ligue 1,2,0,0
Enzo Le Fée,24.0,fr FRA,MF,Roma,it Serie A,6,0,0
Robin Le Normand,27.0,es ESP,DF,Atlético Madrid,es La Liga,27,1,0
Nicola Leali,31.0,it ITA,GK,Genoa,it Serie A,29,0,0
Rafael Leão,25.0,pt POR,FW,Milan,it Serie A,34,8,8
Benjamin Lecomte,33.0,fr FRA,GK,Montpellier,fr Ligue 1,30,0,0
Pierre Lees-Melou,31.0,fr FRA,MF,Brest,fr Ligue 1,20,2,2
Jordan Lefort,30.0,fr FRA,DF,Angers,fr Ligue 1,34,0,1
Diogo Leite,25.0,pt POR,DF,Union Berlin,de Bundesliga,30,1,2
Maxim Leitsch,26.0,de GER,DF,Mainz 05,de Bundesliga,14,1,0
Florian Lejeune,33.0,fr FRA,DF,Rayo Vallecano,es La Liga,37,2,3
Stefan Lekovic,20.0,rs SRB,DF,Monza,it Serie A,7,0,0
Iñigo Lekue,31.0,es ESP,DF,Athletic Club,es La Liga,16,0,0
Nunzio Lella,24.0,it ITA,MF,Venezia,it Serie A,1,0,0
Thomas Lemar,28.0,fr FRA,MF,Atlético Madrid,es La Liga,5,0,0
Félix Lemaréchal,20.0,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,27,4,3
Mario Lemina,30.0,ga GAB,"MF,DF",Wolves,eng Premier League,17,1,3
Clément Lenglet,29.0,fr FRA,DF,Atlético Madrid,es La Liga,23,2,1
Bernd Leno,32.0,de GER,GK,Fulham,eng Premier League,38,0,1
Donovan Léon,31.0,gf GUF,GK,Auxerre,fr Ligue 1,32,0,2
Giovanni Leoni,17.0,it ITA,DF,Parma,it Serie A,17,1,0
Esteban Lepaul,24.0,fr FRA,FW,Angers,fr Ligue 1,28,9,0
Johann Lepenant,21.0,fr FRA,MF,Nantes,fr Ligue 1,29,2,1
Jefferson Lerma,29.0,co COL,"MF,DF",Crystal Palace,eng Premier League,33,0,1
Louis Leroux,18.0,fr FRA,"MF,DF",Nantes,fr Ligue 1,16,2,1
Robert Lewandowski,35.0,pl POL,FW,Barcelona,es La Liga,34,27,2
Jamie Leweling,23.0,de GER,"MF,FW",Stuttgart,de Bundesliga,27,2,2
Rico Lewis,19.0,eng ENG,"DF,MF",Manchester City,eng Premier League,28,1,2
Keane Lewis-Potter,23.0,eng ENG,"DF,FW",Brentford,eng Premier League,38,1,3
Myles Lewis-Skelly,17.0,eng ENG,DF,Arsenal,eng Premier League,23,1,0
Ben Lhassine Kone,24.0,ci CIV,MF,Como,it Serie A,4,0,0
Mattia Liberali,17.0,it ITA,MF,Milan,it Serie A,1,0,0
Philipp Lienhart,28.0,at AUT,DF,Freiburg,de Bundesliga,32,1,0
Matthijs de Ligt,24.0,nl NED,DF,Manchester Utd,eng Premier League,29,2,0
Pedro Lima,18.0,br BRA,DF,Wolves,eng Premier League,3,0,0
Victor Lindelöf,30.0,se SWE,DF,Manchester Utd,eng Premier League,16,0,0
Jesper Lindstrøm,24.0,dk DEN,FW,Everton,eng Premier League,25,0,1
Karol Linetty,29.0,pl POL,MF,Torino,it Serie A,28,1,0
Samuel Lino,24.0,br BRA,"MF,DF",Atlético Madrid,es La Liga,31,3,4
Pol Lirola,26.0,es ESP,DF,Marseille,fr Ligue 1,19,1,2
Dailon Livramento,23.0,cv CPV,"FW,MF",Hellas Verona,it Serie A,29,1,1
Valentino Livramento,21.0,eng ENG,DF,Newcastle Utd,eng Premier League,37,0,1
Marin Ljubicic,22.0,hr CRO,"FW,MF",Union Berlin,de Bundesliga,13,1,1
Javier Llabrés,21.0,es ESP,FW,Mallorca,es La Liga,1,0,0
Diego Llorente,30.0,es ESP,DF,Betis,es La Liga,30,2,0
Marcos Llorente,29.0,es ESP,"DF,MF",Atlético Madrid,es La Liga,33,2,4
Gautier Lloris,29.0,fr FRA,DF,Le Havre,fr Ligue 1,31,2,1
Giovani Lo Celso,28.0,ar ARG,"MF,FW",Betis,es La Liga,25,8,3
Stanislav Lobotka,29.0,sk SVK,MF,Napoli,it Serie A,32,0,1
Manuel Locatelli,26.0,it ITA,MF,Juventus,it Serie A,36,2,2
Bradley Locko,22.0,fr FRA,DF,Brest,fr Ligue 1,2,0,0
Ruben Loftus-Cheek,28.0,eng ENG,MF,Milan,it Serie A,19,0,0
Elysée Logbo,20.0,fr FRA,FW,Le Havre,fr Ligue 1,1,0,0
Enzo Loiodice,23.0,fr FRA,MF,Las Palmas,es La Liga,17,0,0
Sean Longstaff,26.0,eng ENG,MF,Newcastle Utd,eng Premier League,25,0,0
Ademola Lookman,26.0,ng NGA,"MF,FW",Atalanta,it Serie A,31,15,5
Anthony Lopes,33.0,pt POR,GK,Nantes,fr Ligue 1,18,0,0
David López,21.0,es ESP,DF,Mallorca,es La Liga,2,0,0
David López,34.0,es ESP,DF,Girona,es La Liga,29,1,1
Diego López,22.0,es ESP,"MF,FW",Valencia,es La Liga,38,8,5
Fer López,,,"FW,MF",Celta Vigo,es La Liga,17,2,0
Fermin López,21.0,es ESP,"MF,FW",Barcelona,es La Liga,28,6,5
Javi López,22.0,es ESP,DF,Real Sociedad,es La Liga,29,0,0
Pau López,29.0,es ESP,GK,Girona,es La Liga,1,0,0
Roberto López,24.0,es ESP,MF,Leganés,es La Liga,13,0,1
Unai López,28.0,es ESP,MF,Rayo Vallecano,es La Liga,32,3,1
Iker Losada,22.0,es ESP,"FW,MF",Celta Vigo,es La Liga,12,1,0
Iker Losada,22.0,es ESP,"MF,FW",Betis,es La Liga,10,0,0
Anthony Losilla,38.0,fr FRA,MF,Bochum,de Bundesliga,21,0,0
Jordan Lotomba,25.0,ch SUI,"MF,DF",Nice,fr Ligue 1,2,0,0
Tom Louchet,21.0,fr FRA,"DF,MF",Nice,fr Ligue 1,22,1,0
Sandi Lovrić,26.0,si SVN,MF,Udinese,it Serie A,36,2,3
Pol Lozano,24.0,es ESP,MF,Espanyol,es La Liga,30,0,1
Lorenzo Lucca,23.0,it ITA,FW,Udinese,it Serie A,33,12,1
Jhon Lucumí,26.0,co COL,DF,Bologna,it Serie A,32,0,1
Yannik Lührs,20.0,de GER,DF,Dortmund,de Bundesliga,3,0,0
José Luis Gayà,29.0,es ESP,DF,Valencia,es La Liga,23,0,1
José Luis Palomino,34.0,ar ARG,DF,Cagliari,it Serie A,18,1,0
Douglas Luiz,26.0,br BRA,MF,Juventus,it Serie A,19,0,0
Romelu Lukaku,31.0,be BEL,FW,Napoli,it Serie A,36,14,10
Castello Lukeba,21.0,fr FRA,DF,RB Leipzig,de Bundesliga,23,0,0
Dodi Lukebakio,26.0,be BEL,FW,Sevilla,es La Liga,38,11,2
Saša Lukić,27.0,rs SRB,MF,Fulham,eng Premier League,30,0,2
Milos Lukovic,18.0,rs SRB,"FW,MF",Strasbourg,fr Ligue 1,2,0,0
Joe Lumley,29.0,eng ENG,GK,Southampton,eng Premier League,3,0,0
Daniel Luna,21.0,co COL,MF,Mallorca,es La Liga,2,0,0
Andriy Lunin,25.0,ua UKR,GK,Real Madrid,es La Liga,7,0,1
Massimo Luongo,31.0,au AUS,MF,Ipswich Town,eng Premier League,11,0,0
Sebastiano Luperto,27.0,it ITA,DF,Cagliari,it Serie A,36,1,3
Zito Luvumbo,22.0,ao ANG,"FW,MF",Cagliari,it Serie A,26,2,2
Charalambos Lykogiannis,30.0,gr GRE,DF,Bologna,it Serie A,17,0,4
Senne Lynen,25.0,be BEL,MF,Werder Bremen,de Bundesliga,32,0,1
Mathias Løvik,20.0,no NOR,"DF,FW",Parma,it Serie A,6,0,0
Othmane Maamma,18.0,ma MAR,"FW,MF",Montpellier,fr Ligue 1,12,1,1
Ian Maatsen,22.0,nl NED,DF,Aston Villa,eng Premier League,29,1,2
Alexis Mac Allister,25.0,ar ARG,MF,Liverpool,eng Premier League,35,5,5
Deiver Machado,30.0,co COL,"DF,MF",Lens,fr Ligue 1,27,1,4
Lanroy Machine,18.0,fr FRA,FW,Angers,fr Ligue 1,2,0,0
Shuto Machino,24.0,jp JPN,"FW,MF",Holstein Kiel,de Bundesliga,32,11,2
Darwin Machís,31.0,ve VEN,"MF,FW",Valladolid,es La Liga,18,0,1
Yvann Macon,25.0,fr FRA,DF,Saint-Étienne,fr Ligue 1,12,0,0
James Maddison,27.0,eng ENG,MF,Tottenham,eng Premier League,31,9,7
Eros Maddy,23.0,nl NED,DF,Auxerre,fr Ligue 1,2,0,0
Noni Madueke,22.0,eng ENG,FW,Chelsea,eng Premier League,32,7,3
Pablo Maffeo,27.0,es ESP,DF,Mallorca,es La Liga,30,0,2
Gabriel Magalhães,26.0,br BRA,DF,Arsenal,eng Premier League,28,3,1
Soungoutou Magassa,20.0,fr FRA,MF,Monaco,fr Ligue 1,21,0,1
Edmond-Paris Maghoma,23.0,eng ENG,"MF,FW",Brentford,eng Premier League,8,0,0
Giangiacomo Magnani,28.0,it ITA,DF,Hellas Verona,it Serie A,17,1,0
Hugo Magnetti,26.0,fr FRA,MF,Brest,fr Ligue 1,32,1,0
Frank Magri,24.0,cm CMR,"FW,MF",Toulouse,fr Ligue 1,31,5,1
Harry Maguire,31.0,eng ENG,DF,Manchester Utd,eng Premier League,27,1,0
Jon Magunazelaia,23.0,es ESP,MF,Real Sociedad,es La Liga,2,0,0
Arne Maier,25.0,de GER,MF,Augsburg,de Bundesliga,28,0,0
Mike Maignan,29.0,fr FRA,GK,Milan,it Serie A,37,0,0
Patrick Mainka,29.0,de GER,DF,Heidenheim,de Bundesliga,34,1,1
Kobbie Mainoo,19.0,eng ENG,MF,Manchester Utd,eng Premier League,25,0,0
Ainsley Maitland-Niles,26.0,eng ENG,DF,Lyon,fr Ligue 1,32,1,4
Radosław Majecki,24.0,pl POL,GK,Monaco,fr Ligue 1,15,0,0
Lovro Majer,26.0,hr CRO,MF,Wolfsburg,de Bundesliga,9,2,1
Hamidou Makalou,18.0,ml MLI,"FW,MF",Brest,fr Ligue 1,4,0,0
Jordy Makengo,22.0,fr FRA,DF,Freiburg,de Bundesliga,19,0,0
Antoine Makoumbou,26.0,cg CGO,MF,Cagliari,it Serie A,33,0,3
Nikola Maksimović,32.0,rs SRB,DF,Montpellier,fr Ligue 1,7,0,0
Tyrell Malacia,24.0,nl NED,DF,Manchester Utd,eng Premier League,3,0,0
Jarzinho Malanga,18.0,de GER,DF,Stuttgart,de Bundesliga,1,0,0
Julián Malatini,23.0,ar ARG,DF,Werder Bremen,de Bundesliga,10,1,1
Daniel Maldini,22.0,it ITA,"MF,FW",Monza,it Serie A,20,3,0
Daniel Maldini,22.0,it ITA,"FW,MF",Atalanta,it Serie A,10,3,0
Youssef Maleh,25.0,ma MAR,MF,Empoli,it Serie A,22,0,1
Donyell Malen,25.0,nl NED,FW,Aston Villa,eng Premier League,14,3,0
Donyell Malen,25.0,nl NED,"FW,MF",Dortmund,de Bundesliga,14,3,0
Ruslan Malinovskyi,31.0,ua UKR,"MF,FW",Genoa,it Serie A,9,0,2
Lennard Maloney,24.0,us USA,MF,Heidenheim,de Bundesliga,11,0,0
Lennard Maloney,24.0,us USA,MF,Mainz 05,de Bundesliga,5,0,0
Aaron Malouda,18.0,fr FRA,FW,Lille,fr Ligue 1,1,0,0
Giorgi Mamardashvili,23.0,ge GEO,GK,Valencia,es La Liga,34,0,0
Dennis Man,25.0,ro ROU,"FW,MF",Parma,it Serie A,33,4,4
Hianga Mananga Mbock,24.0,fr FRA,MF,Brest,fr Ligue 1,1,0,0
Gianluca Mancini,28.0,it ITA,DF,Roma,it Serie A,37,2,0
Steve Mandanda,39.0,fr FRA,GK,Rennes,fr Ligue 1,18,0,0
Christos Mandas,22.0,gr GRE,GK,Lazio,it Serie A,9,0,0
Reinildo Mandava,30.0,mz MOZ,DF,Atlético Madrid,es La Liga,19,0,0
Aïssa Mandi,32.0,dz ALG,DF,Lille,fr Ligue 1,24,0,0
Rolando Mandragora,27.0,it ITA,MF,Fiorentina,it Serie A,29,4,3
Mateus Mane,,,MF,Wolves,eng Premier League,1,0,0
Orel Mangala,26.0,be BEL,MF,Everton,eng Premier League,19,1,0
Orel Mangala,26.0,be BEL,MF,Lyon,fr Ligue 1,1,0,0
Ryan Manning,28.0,ie IRL,"DF,MF",Southampton,eng Premier League,24,0,1
Javier Manquillo,30.0,es ESP,DF,Celta Vigo,es La Liga,10,0,0
Johan Manzambi,18.0,ch SUI,"FW,MF",Freiburg,de Bundesliga,11,2,1
Alberto Manzoni,19.0,it ITA,MF,Atalanta,it Serie A,1,0,0
Sekou Mara,22.0,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,25,1,1
Alessandro Marcandalli,21.0,it ITA,DF,Genoa,it Serie A,2,0,0
Alessandro Marcandalli,21.0,it ITA,DF,Venezia,it Serie A,8,0,0
Marcão,28.0,br BRA,DF,Sevilla,es La Liga,12,0,0
Solly March,30.0,eng ENG,"FW,MF",Brighton,eng Premier League,8,0,0
Filip Marchwiński,22.0,pl POL,MF,Lecce,it Serie A,1,0,0
Óscar de Marcos,35.0,es ESP,DF,Athletic Club,es La Liga,26,0,4
Alberto Marí,23.0,es ESP,FW,Valencia,es La Liga,1,0,0
Pablo Marí,30.0,es ESP,DF,Monza,it Serie A,19,0,0
Pablo Marí,30.0,es ESP,DF,Fiorentina,it Serie A,13,0,0
José María Giménez,29.0,uy URU,DF,Atlético Madrid,es La Liga,27,0,1
Luca Marianucci,20.0,it ITA,DF,Empoli,it Serie A,18,0,0
Mirko Marić,29.0,hr CRO,"FW,MF",Monza,it Serie A,8,0,0
Mirko Marić,29.0,hr CRO,FW,Venezia,it Serie A,10,0,0
Arkaitz Mariezkurrena,19.0,es ESP,"FW,MF",Real Sociedad,es La Liga,9,2,0
Rafa Marín,22.0,es ESP,DF,Napoli,it Serie A,4,0,0
Pablo Marín,21.0,es ESP,MF,Real Sociedad,es La Liga,23,1,2
Răzvan Marin,28.0,ro ROU,MF,Cagliari,it Serie A,33,3,2
Guillermo Maripán,30.0,cl CHI,DF,Torino,it Serie A,28,1,1
Mika Mármol,23.0,es ESP,DF,Las Palmas,es La Liga,30,0,1
Omar Marmoush,25.0,eg EGY,"FW,MF",Manchester City,eng Premier League,16,7,0
Omar Marmoush,25.0,eg EGY,FW,Eint Frankfurt,de Bundesliga,17,15,9
Mario Maroto,20.0,es ESP,MF,Valladolid,es La Liga,2,0,1
Marquinhos,30.0,br BRA,DF,Paris S-G,fr Ligue 1,22,2,0
Unai Marrero,22.0,es ESP,GK,Real Sociedad,es La Liga,2,0,0
Ange Martial Tia,17.0,ml MLI,"MF,DF",Reims,fr Ligue 1,6,0,0
Aarón Martín,27.0,es ESP,DF,Genoa,it Serie A,36,0,8
Carlos Martín,22.0,es ESP,"FW,MF",Alavés,es La Liga,26,2,2
Diego Martín,20.0,es ESP,FW,Las Palmas,es La Liga,2,0,0
Gerard Martín,22.0,es ESP,DF,Barcelona,es La Liga,28,1,3
Iván Martín,25.0,es ESP,MF,Girona,es La Liga,32,1,1
Jon Martin,18.0,es ESP,DF,Real Sociedad,es La Liga,13,0,1
Jonas Martin,34.0,fr FRA,MF,Brest,fr Ligue 1,17,1,0
Mario Martín,20.0,es ESP,MF,Valladolid,es La Liga,30,0,1
Gabriel Martinelli,23.0,br BRA,"FW,MF",Arsenal,eng Premier League,33,8,4
Arnau Martinez,21.0,es ESP,"DF,MF",Girona,es La Liga,32,2,2
Emiliano Martínez,31.0,ar ARG,GK,Aston Villa,eng Premier League,37,0,0
Iñigo Martínez,33.0,es ESP,DF,Barcelona,es La Liga,28,0,4
Javi Martínez,24.0,es ESP,MF,Osasuna,es La Liga,1,0,0
Josep Martinez,26.0,es ESP,GK,Inter,it Serie A,5,0,0
Lautaro Martínez,26.0,ar ARG,FW,Inter,it Serie A,31,12,3
Lisandro Martínez,26.0,ar ARG,DF,Manchester Utd,eng Premier League,20,2,1
Lucas Martínez Quarta,28.0,ar ARG,DF,Fiorentina,it Serie A,8,1,0
Ramón Martínez,21.0,es ESP,DF,Sevilla,es La Liga,5,1,0
Toni Martínez,27.0,es ESP,FW,Alavés,es La Liga,28,4,0
Kevin Martins,19.0,it ITA,"MF,DF",Monza,it Serie A,9,0,1
Javi Martón,25.0,es ESP,"FW,MF",Athletic Club,es La Liga,3,0,0
Adam Marušić,31.0,me MNE,DF,Lazio,it Serie A,35,4,0
Marvin,24.0,es ESP,"DF,FW",Las Palmas,es La Liga,23,0,0
Omar Mascarell,31.0,gq EQG,MF,Mallorca,es La Liga,32,1,0
Adam Masina,30.0,ma MAR,DF,Torino,it Serie A,28,1,2
Patrizio Masini,23.0,it ITA,MF,Genoa,it Serie A,26,1,0
Giorgos Masouras,30.0,gr GRE,"FW,MF",Bochum,de Bundesliga,14,2,1
Erhan Mašović,25.0,rs SRB,DF,Bochum,de Bundesliga,16,1,1
